date;cvd;tmpd;o3mean
28.05.1987;0.295454545;0.398809524;0.366532702
29.05.1987;0.318181818;0.392857143;0.376026878
30.05.1987;0.352272727;0.452380952;0.36450871
31.05.1987;0.454545455;0.529761905;0.60119523
01.06.1987;0.386363636;0.523809524;0.525053068
02.06.1987;0.443181818;0.535714286;0.570983451
03.06.1987;0.352272727;0.529761905;0.534399147
04.06.1987;0.340909091;0.535714286;0.531303631
05.06.1987;0.386363636;0.577380952;0.477646072
06.06.1987;0.227272727;0.5;0.315768841
07.06.1987;0.318181818;0.511904762;0.475964736
08.06.1987;0.318181818;0.5;0.564851947
09.06.1987;0.261363636;0.5;0.77211073
10.06.1987;0.284090909;0.476190476;0.348016125
11.06.1987;0.204545455;0.470238095;0.624929944
12.06.1987;0.261363636;0.452380952;0.522018532
13.06.1987;0.318181818;0.470238095;0.63952185
14.06.1987;0.284090909;0.464285714;0.542124872
15.06.1987;0.306818182;0.458333333;0.341719202
16.06.1987;0.272727273;0.505952381;0.385561709
17.06.1987;0.272727273;0.488095238;0.443376146
18.06.1987;0.261363636;0.488095238;0.463913709
19.06.1987;0.454545455;0.494047619;0.46934393
20.06.1987;0.363636364;0.470238095;0.512366096
21.06.1987;0.25;0.5;0.600743679
22.06.1987;0.227272727;0.553571429;0.656902915
23.06.1987;0.363636364;0.541666667;0.379436012
24.06.1987;0.204545455;0.529761905;0.83966472
25.06.1987;0.318181818;0.523809524;0.757161649
26.06.1987;0.295454545;0.523809524;0.378994625
27.06.1987;0.284090909;0.511904762;0.687769515
28.06.1987;0.181818182;0.5;0.649442894
29.06.1987;0.125;0.517857143;0.566543446
30.06.1987;0.25;0.5;0.485290488
01.07.1987;0.352272727;0.5;0.391730963
02.07.1987;0.386363636;0.5;0.563619257
03.07.1987;0.181818182;0.517857143;0.598038732
04.07.1987;0.102272727;0.517857143;0.648690794
05.07.1987;0.397727273;0.535714286;0.621018442
06.07.1987;0.352272727;0.505952381;0.536561073
07.07.1987;0.318181818;0.523809524;0.589679965
08.07.1987;0.318181818;0.470238095;0.494550903
09.07.1987;0.25;0.547619048;0.485454556
10.07.1987;0.25;0.505952381;0.322090548
11.07.1987;0.352272727;0.529761905;0.455855492
12.07.1987;0.363636364;0.595238095;0.592505423
13.07.1987;0.318181818;0.55952381;0.500297646
14.07.1987;0.261363636;0.589285714;0.586490073
15.07.1987;0.238636364;0.517857143;0.365300012
16.07.1987;0.204545455;0.494047619;0.380047275
17.07.1987;0.352272727;0.488095238;0.323440844
18.07.1987;0.215909091;0.541666667;0.465908662
19.07.1987;0.215909091;0.541666667;0.555200962
20.07.1987;0.340909091;0.517857143;0.296220043
21.07.1987;0.443181818;0.535714286;0.295009133
22.07.1987;0.227272727;0.523809524;0.299309752
23.07.1987;0.272727273;0.547619048;0.416842108
24.07.1987;0.329545455;0.55952381;0.522359736
25.07.1987;0.204545455;0.541666667;0.655069126
26.07.1987;0.25;0.577380952;0.708426136
27.07.1987;0.329545455;0.583333333;0.590580163
28.07.1987;0.284090909;0.589285714;0.594580232
29.07.1987;0.272727273;0.595238095;0.63860423
30.07.1987;0.306818182;0.613095238;0.618480467
31.07.1987;0.25;0.636904762;0.750087842
01.08.1987;0.284090909;0.714285714;0.602676199
02.08.1987;0.159090909;0.696428571;0.578987946
03.08.1987;0.363636364;0.660714286;0.537121518
04.08.1987;0.284090909;0.642857143;0.34800888
05.08.1987;0.227272727;0.642857143;0.368450703
06.08.1987;0.397727273;0.619047619;0.550058222
07.08.1987;0.125;0.630952381;0.496333874
08.08.1987;0.443181818;0.630952381;0.603749176
09.08.1987;0.306818182;0.613095238;0.580416646
10.08.1987;0.306818182;0.625;0.491442319
11.08.1987;0.329545455;0.636904762;0.477953881
12.08.1987;0.181818182;0.607142857;0.330462382
13.08.1987;0.227272727;0.535714286;0.223245995
14.08.1987;0.295454545;0.488095238;0.184570911
15.08.1987;0.181818182;0.583333333;0.378736181
16.08.1987;0.284090909;0.535714286;0.508837904
17.08.1987;0.409090909;0.529761905;0.512117815
18.08.1987;0.204545455;0.553571429;0.366852127
19.08.1987;0.204545455;0.571428571;0.554932355
20.08.1987;0.25;0.583333333;0.453981049
21.08.1987;0.477272727;0.583333333;0.400911522
22.08.1987;0.375;0.547619048;0.36300451
23.08.1987;0.170454545;0.529761905;0.431722948
24.08.1987;0.329545455;0.505952381;0.347978686
25.08.1987;0.238636364;0.541666667;0.486136964
26.08.1987;0.329545455;0.547619048;0.518215925
27.08.1987;0.284090909;0.55952381;0.509035366
28.08.1987;0.272727273;0.589285714;0.567407345
29.08.1987;0.181818182;0.55952381;0.667175326
30.08.1987;0.284090909;0.619047619;0.563145928
31.08.1987;0.306818182;0.583333333;0.347979266
01.09.1987;0.386363636;0.755952381;0.483761605
02.09.1987;0.272727273;0.75;0.361709387
03.09.1987;0.272727273;0.625;0.362118832
04.09.1987;0.397727273;0.630952381;0.582558244
05.09.1987;0.340909091;0.583333333;0.604324141
06.09.1987;0.340909091;0.553571429;0.360052734
07.09.1987;0.181818182;0.601190476;0.598716783
08.09.1987;0.261363636;0.672619048;0.730788776
09.09.1987;0.181818182;0.666666667;0.415856247
10.09.1987;0.272727273;0.625;0.382620096
11.09.1987;0.25;0.577380952;0.455061286
12.09.1987;0.090909091;0.571428571;0.347979165
13.09.1987;0.318181818;0.535714286;0.3479811
14.09.1987;0.261363636;0.541666667;0.37097561
15.09.1987;0.261363636;0.601190476;0.592955522
16.09.1987;0.295454545;0.619047619;0.590362373
17.09.1987;0.329545455;0.583333333;0.618281553
18.09.1987;0.465909091;0.595238095;0.57225389
19.09.1987;0.272727273;0.571428571;0.621353838
20.09.1987;0.25;0.571428571;0.729715799
21.09.1987;0.215909091;0.708333333;0.696605966
22.09.1987;0.272727273;0.803571429;0.598027116
23.09.1987;0.261363636;0.726190476;0.27631407
24.09.1987;0.329545455;0.619047619;0.398631991
25.09.1987;0.215909091;0.601190476;0.480822896
26.09.1987;0.227272727;0.589285714;0.586918393
27.09.1987;0.204545455;0.583333333;0.66326818
28.09.1987;0.284090909;0.636904762;0.566784467
29.09.1987;0.386363636;0.642857143;0.450897148
30.09.1987;0.306818182;0.672619048;0.522243582
01.10.1987;0.386363636;0.714285714;0.455299403
02.10.1987;0.318181818;0.744047619;0.505526049
03.10.1987;0.261363636;0.880952381;0.554293505
04.10.1987;0.352272727;0.976190476;0.366291681
05.10.1987;0.465909091;0.726190476;0.542903107
06.10.1987;0.420454545;0.583333333;0.420225107
07.10.1987;0.340909091;0.601190476;0.347980074
08.10.1987;0.193181818;0.541666667;0.329247116
09.10.1987;0.136363636;0.56547619;0.347980909
10.10.1987;0.295454545;0.553571429;0.469500739
11.10.1987;0.261363636;0.583333333;0.275214958
12.10.1987;0.329545455;0.523809524;0.11236929
13.10.1987;0.306818182;0.488095238;0.18888605
14.10.1987;0.340909091;0.505952381;0.303121071
15.10.1987;0.284090909;0.505952381;0.383613217
16.10.1987;0.25;0.5;0.530785291
17.10.1987;0.386363636;0.571428571;0.658656848
18.10.1987;0.204545455;0.517857143;0.619052528
19.10.1987;0.409090909;0.482142857;0.458531401
20.10.1987;0.409090909;0.43452381;0.270902724
21.10.1987;0.204545455;0.535714286;0.2995711
22.10.1987;0.272727273;0.517857143;0.007915927
23.10.1987;0.420454545;0.517857143;0.056076476
24.10.1987;0.227272727;0.56547619;0.089357637
25.10.1987;0.511363636;0.613095238;0.325268825
26.10.1987;0.340909091;0.75;0.133101412
27.10.1987;0.386363636;0.744047619;0.064827264
28.10.1987;0.238636364;0.607142857;0.100813372
29.10.1987;0.318181818;0.505952381;0.097498613
30.10.1987;0.261363636;0.464285714;0.12619022
31.10.1987;0.409090909;0.392857143;0.053378788
01.11.1987;0.227272727;0.523809524;0.123035174
02.11.1987;0.363636364;0.422619048;0.331455503
03.11.1987;0.340909091;0.404761905;0.164901603
04.11.1987;0.375;0.422619048;0.071040076
05.11.1987;0.409090909;0.375;0.100350206
06.11.1987;0.443181818;0.375;0.164332446
07.11.1987;0.170454545;0.375;0.337669767
08.11.1987;0.340909091;0.428571429;0.283139597
09.11.1987;0.306818182;0.488095238;0.152473074
10.11.1987;0.363636364;0.619047619;0.123592716
11.11.1987;0.352272727;0.630952381;0.329637685
12.11.1987;0.431818182;0.494047619;0.215996504
13.11.1987;0.272727273;0.422619048;0.15986195
14.11.1987;0.181818182;0.446428571;0.196632101
15.11.1987;0.181818182;0.380952381;0.200354852
16.11.1987;0.386363636;0.333333333;0.105626523
17.11.1987;0.363636364;0.327380952;0.029278187
18.11.1987;0.443181818;0.5;0.105490041
19.11.1987;0.363636364;0.589285714;0.096411117
20.11.1987;0.375;0.494047619;0.106703855
21.11.1987;0.181818182;0.398809524;0.172225142
22.11.1987;0.295454545;0.327380952;0.255263976
23.11.1987;0.420454545;0.303571429;0.188781511
24.11.1987;0.5;0.375;0.139736736
25.11.1987;0.5;0.363095238;0.148838891
26.11.1987;0.386363636;0.31547619;0.196229916
27.11.1987;0.306818182;0.339285714;0.118949441
28.11.1987;0.443181818;0.238095238;0.144803975
29.11.1987;0.363636364;0.255952381;0.213653087
30.11.1987;0.306818182;0.220238095;0.079809739
01.12.1987;0.511363636;0.25;0.13611562
02.12.1987;0.352272727;0.303571429;0.197013959
03.12.1987;0.375;0.333333333;0.168892961
04.12.1987;0.272727273;0.345238095;0.058007544
05.12.1987;0.545454545;0.333333333;0.089523157
06.12.1987;0.534090909;0.321428571;0.326023829
07.12.1987;0.340909091;0.380952381;0.110449837
08.12.1987;0.409090909;0.297619048;0.058611547
09.12.1987;0.306818182;0.297619048;0.03884496
10.12.1987;0.409090909;0.452380952;0.083364066
11.12.1987;0.477272727;0.339285714;0.089801928
12.12.1987;0.454545455;0.339285714;0.227868943
13.12.1987;0.352272727;0.178571429;0.32281361
14.12.1987;0.306818182;0.130952381;0.102546977
15.12.1987;0.556818182;0.071428571;0.007987072
16.12.1987;0.295454545;0.053571429;0.213282845
17.12.1987;0.409090909;0.166666667;0.134893094
18.12.1987;0.5;0.18452381;0.096777004
19.12.1987;0.386363636;0.244047619;0.058832241
20.12.1987;0.318181818;0.202380952;0.128289712
21.12.1987;0.488636364;0.261904762;0.068732958
22.12.1987;0.443181818;0.202380952;0.097511681
23.12.1987;0.5;0.125;0.259285824
24.12.1987;0.465909091;0.029761905;0.243340719
25.12.1987;0.352272727;0.083333333;0.26909507
26.12.1987;0.727272727;0.005952381;0.118669218
27.12.1987;0.556818182;0.035714286;0.117676097
28.12.1987;0.568181818;0.089285714;0.315736899
29.12.1987;0.363636364;0.077380952;0.064975361
30.12.1987;0.443181818;0.041666667;0.093588563
31.12.1987;0.534090909;0.142857143;0.106747413
01.01.1988;0.420454545;0.208333333;0.160387549
02.01.1988;0.431818182;0.226190476;0.074147208
03.01.1988;0.488636364;0.273809524;0.011275696
04.01.1988;0.659090909;0.30952381;0.016254367
05.01.1988;0.727272727;0.18452381;0.00151872
06.01.1988;0.386363636;0.154761905;0.060827194
07.01.1988;0.375;0.172619048;0.05834294
08.01.1988;0.511363636;0.19047619;0.080161106
09.01.1988;0.568181818;0.255952381;0.323670249
10.01.1988;0.534090909;0.31547619;0.081742259
11.01.1988;0.579545455;0.267857143;0.071265125
12.01.1988;0.465909091;0.297619048;0.086641074
13.01.1988;0.340909091;0.363095238;0.088175765
14.01.1988;0.420454545;0.43452381;0.064629801
15.01.1988;0.545454545;0.25;0.016778514
16.01.1988;0.329545455;0.208333333;0.092098882
17.01.1988;0.318181818;0.208333333;0.224051817
18.01.1988;0.590909091;0.226190476;0.283117818
19.01.1988;0.602272727;0.214285714;0.151636762
20.01.1988;0.363636364;0.154761905;0.079684873
21.01.1988;0.534090909;0.125;0.064773542
22.01.1988;0.318181818;0.244047619;0.155053155
23.01.1988;0.386363636;0.25;0.323157717
24.01.1988;0.602272727;0.398809524;0.194461464
25.01.1988;0.5;0.494047619;0.142271807
26.01.1988;0.602272727;0.553571429;0.080560387
27.01.1988;0.681818182;0.505952381;0.034416571
28.01.1988;0.545454545;0.44047619;0.095237957
29.01.1988;0.534090909;0.267857143;0.113299978
30.01.1988;0.556818182;0.232142857;0.18101368
31.01.1988;0.590909091;0.19047619;0.200343236
01.02.1988;0.443181818;0.238095238;0.182114244
02.02.1988;0.590909091;0.208333333;0.13035581
03.02.1988;0.5;0.238095238;0.16261336
04.02.1988;0.579545455;0.267857143;0.155459696
05.02.1988;0.579545455;0.303571429;0.129760519
06.02.1988;0.659090909;0.351190476;0.167804013
07.02.1988;0.431818182;0.351190476;0.225955298
08.02.1988;0.602272727;0.321428571;0.175252418
09.02.1988;0.636363636;0.43452381;0.192425857
10.02.1988;0.511363636;0.583333333;0.160473213
11.02.1988;0.454545455;0.56547619;0.200674277
12.02.1988;0.693181818;0.577380952;0.134669497
13.02.1988;0.613636364;0.351190476;0.20069896
14.02.1988;0.522727273;0.428571429;0.276030944
15.02.1988;0.522727273;0.44047619;0.18432989
16.02.1988;0.5;0.30952381;0.303784603
17.02.1988;0.556818182;0.375;0.265685936
18.02.1988;0.681818182;0.279761905;0.269879112
19.02.1988;0.340909091;0.428571429;0.24671791
20.02.1988;0.522727273;0.351190476;0.181694636
21.02.1988;0.454545455;0.351190476;0.22838583
22.02.1988;0.579545455;0.273809524;0.230390947
23.02.1988;0.409090909;0.303571429;0.206847887
24.02.1988;0.318181818;0.285714286;0.215499943
25.02.1988;0.375;0.482142857;0.332013044
26.02.1988;0.465909091;0.392857143;0.203952737
27.02.1988;0.454545455;0.446428571;0.169722013
28.02.1988;0.443181818;0.410714286;0.178207098
29.02.1988;0.522727273;0.339285714;0.135870244
01.03.1988;0.397727273;0.303571429;0.203615889
02.03.1988;0.227272727;0.279761905;0.170947443
03.03.1988;0.477272727;0.291666667;0.188039574
04.03.1988;0.454545455;0.363095238;0.255054898
05.03.1988;0.386363636;0.31547619;0.347980182
06.03.1988;0.386363636;0.30952381;0.447602717
07.03.1988;0.386363636;0.375;0.418167721
08.03.1988;0.340909091;0.351190476;0.289544065
09.03.1988;0.409090909;0.31547619;0.319845863
10.03.1988;0.272727273;0.386904762;0.347981024
11.03.1988;0.318181818;0.285714286;0.222171566
12.03.1988;0.352272727;0.291666667;0.231151759
13.03.1988;0.25;0.351190476;0.274484637
14.03.1988;0.465909091;0.351190476;0.339597931
15.03.1988;0.375;0.267857143;0.379168857
16.03.1988;0.340909091;0.291666667;0.293374258
17.03.1988;0.420454545;0.398809524;0.302431404
18.03.1988;0.397727273;0.476190476;0.252190238
19.03.1988;0.386363636;0.625;0.32063281
20.03.1988;0.465909091;0.630952381;0.451971577
21.03.1988;0.5;0.386904762;0.380639663
22.03.1988;0.488636364;0.363095238;0.322180568
23.03.1988;0.363636364;0.404761905;0.265000624
24.03.1988;0.284090909;0.648809524;0.371861288
25.03.1988;0.420454545;0.827380952;0.272190586
26.03.1988;0.397727273;0.81547619;0.396551374
27.03.1988;0.409090909;0.553571429;0.455948416
28.03.1988;0.431818182;0.529761905;0.353214139
29.03.1988;0.181818182;0.577380952;0.320757676
30.03.1988;0.329545455;0.363095238;0.332921953
31.03.1988;0.431818182;0.470238095;0.328111706
01.04.1988;0.306818182;0.476190476;0.347978613
02.04.1988;0.261363636;0.428571429;0.426661517
03.04.1988;0.25;0.351190476;0.523717292
04.04.1988;0.465909091;0.380952381;0.436762601
05.04.1988;0.363636364;0.511904762;0.586770296
06.04.1988;0.329545455;0.553571429;0.608748174
07.04.1988;0.318181818;0.470238095;0.444870183
08.04.1988;0.431818182;0.452380952;0.446465855
09.04.1988;0.215909091;0.523809524;0.573965717
10.04.1988;0.272727273;0.630952381;0.481874094
11.04.1988;0.409090909;0.589285714;0.582346262
12.04.1988;0.215909091;0.5;0.447004521
13.04.1988;0.477272727;0.5;0.372280896
14.04.1988;0.181818182;0.279761905;0.214543121
15.04.1988;0.318181818;0.261904762;0.397259916
16.04.1988;0.295454545;0.345238095;0.313502377
17.04.1988;0.295454545;0.369047619;0.367294966
18.04.1988;0.306818182;0.398809524;0.347978598
19.04.1988;0.375;0.369047619;0.274603695
20.04.1988;0.363636364;0.291666667;0.298370353
21.04.1988;0.375;0.285714286;0.190374279
22.04.1988;0.306818182;0.303571429;0.275843644
23.04.1988;0.284090909;0.273809524;0.292521975
24.04.1988;0.306818182;0.297619048;0.441911148
25.04.1988;0.477272727;0.386904762;0.472542534
26.04.1988;0.352272727;0.410714286;0.47137373
27.04.1988;0.363636364;0.363095238;0.361819734
28.04.1988;0.204545455;0.410714286;0.427773696
29.04.1988;0.125;0.375;0.347980669
30.04.1988;0.170454545;0.422619048;0.4481167
01.05.1988;0.295454545;0.392857143;0.466746426
02.05.1988;0.397727273;0.488095238;0.378784095
03.05.1988;0.340909091;0.452380952;0.455363288
04.05.1988;0.261363636;0.369047619;0.431560332
05.05.1988;0.340909091;0.31547619;0.459107817
06.05.1988;0.306818182;0.261904762;0.386855379
07.05.1988;0.25;0.321428571;0.347978795
08.05.1988;0.465909091;0.321428571;0.347979893
09.05.1988;0.272727273;0.410714286;0.34798098
10.05.1988;0.318181818;0.541666667;0.546827676
11.05.1988;0.386363636;0.613095238;0.597960327
12.05.1988;0.306818182;0.613095238;0.439853762
13.05.1988;0.295454545;0.535714286;0.381685053
14.05.1988;0.215909091;0.470238095;0.655956256
15.05.1988;0.340909091;0.446428571;0.647857386
16.05.1988;0.329545455;0.452380952;0.589007721
17.05.1988;0.227272727;0.452380952;0.403668739
18.05.1988;0.340909091;0.446428571;0.418974995
19.05.1988;0.159090909;0.547619048;0.500036298
20.05.1988;0.295454545;0.595238095;0.546229481
21.05.1988;0.261363636;0.571428571;0.710975727
22.05.1988;0.295454545;0.535714286;0.82626485
23.05.1988;0.329545455;0.470238095;0.420675206
24.05.1988;0.227272727;0.470238095;0.49146555
25.05.1988;0.181818182;0.452380952;0.585504212
26.05.1988;0.204545455;0.464285714;0.58932279
27.05.1988;0.215909091;0.446428571;0.460527806
28.05.1988;0.295454545;0.464285714;0.430330547
29.05.1988;0.318181818;0.404761905;0.424016099
30.05.1988;0.352272727;0.43452381;0.389132007
31.05.1988;0.181818182;0.44047619;0.352239894
01.06.1988;0.170454545;0.529761905;0.430346518
02.06.1988;0.318181818;0.583333333;0.466563483
03.06.1988;0.329545455;0.577380952;0.520405437
04.06.1988;0.375;0.44047619;0.414079084
05.06.1988;0.284090909;0.345238095;0.35295134
06.06.1988;0.090909091;0.375;0.329620262
07.06.1988;0.397727273;0.363095238;0.228758977
08.06.1988;0.295454545;0.416666667;0.307216968
09.06.1988;0.261363636;0.446428571;0.433215533
10.06.1988;0.431818182;0.494047619;0.500487849
11.06.1988;0.375;0.416666667;0.414691799
12.06.1988;0.193181818;0.43452381;0.53749176
13.06.1988;0.215909091;0.452380952;0.606417825
14.06.1988;0.363636364;0.446428571;0.649874118
15.06.1988;0.397727273;0.416666667;0.373481643
16.06.1988;0.363636364;0.44047619;0.595256832
17.06.1988;0.25;0.410714286;0.262687698
18.06.1988;0.272727273;0.452380952;0.532151558
19.06.1988;0.318181818;0.476190476;0.441998263
20.06.1988;0.318181818;0.488095238;0.392226071
21.06.1988;0.204545455;0.517857143;0.431185734
22.06.1988;0.272727273;0.482142857;0.374659159
23.06.1988;0.272727273;0.482142857;0.43215998
24.06.1988;0.306818182;0.482142857;0.417790219
25.06.1988;0.284090909;0.541666667;0.43728094
26.06.1988;0.295454545;0.613095238;0.605221434
27.06.1988;0.272727273;0.56547619;0.570331534
28.06.1988;0.170454545;0.553571429;0.505138384
29.06.1988;0.227272727;0.529761905;0.565946703
30.06.1988;0.397727273;0.55952381;0.748964047
01.07.1988;0.272727273;0.547619048;0.763355587
02.07.1988;0.295454545;0.535714286;0.710014548
03.07.1988;0.306818182;0.535714286;0.672875607
04.07.1988;0.25;0.547619048;0.494745462
05.07.1988;0.272727273;0.577380952;0.511561726
06.07.1988;0.238636364;0.625;0.578234394
07.07.1988;0.295454545;0.630952381;0.535374845
08.07.1988;0.261363636;0.601190476;0.558390854
09.07.1988;0.136363636;0.553571429;0.689246128
10.07.1988;0.227272727;0.547619048;0.630795745
11.07.1988;0.340909091;0.56547619;0.580997418
12.07.1988;0.329545455;0.607142857;0.678318896
13.07.1988;0.215909091;0.577380952;0.632693419
14.07.1988;0.443181818;0.589285714;0.370496473
15.07.1988;0.443181818;0.595238095;0.642676896
16.07.1988;0.386363636;0.607142857;1
17.07.1988;0.193181818;0.595238095;0.846769018
18.07.1988;0.204545455;0.601190476;0.493567946
19.07.1988;0.295454545;0.619047619;0.596618743
